CustomerID,CompanyName,Industry,Country,City,Address,SignupDate
2455,Kapadia and Sons,Retail,India,Warangal,"H.No. 142, Mahajan Ganj, Jaunpur 345982",2024-10-17
2456,"Sharaf, Sura and Sarraf",Manufacturing,India,Jalna,"657, Tata Street, Ahmednagar-053947",2023-10-21
2457,Kapadia-Anand,Tech,India,Sambalpur,"993, Gour Street, Patiala 156082",2025-01-01
2458,"Mani, Gulati and Roy",Finance,India,Sikar,"74, Ratti, Narasaraopet 500556",2023-08-11
2459,Sura and Sons,Finance,India,Warangal,"895, Walla Street, Nizamabad 764311",2023-11-20
2460,Sehgal Ltd,Healthcare,India,Howrah,"72, Varughese Street, Jhansi 646055",2026-04-09
2461,D’Alia-Gola,Tech,India,Tirupati,"H.No. 90, Ratti Nagar, Hospet 251146",2024-08-19
2462,Mammen-Kota,Finance,India,Gwalior,"H.No. 555, Dara Zila, Jamalpur 322493",2025-11-25
2463,"Bhatt, Johal and Venkataraman",Retail,India,Raiganj,"96, Kala Road, Davanagere 978202",2025-12-04
2464,Gill-Bali,Tech,India,Bahraich,"14/02, Bobal Street, Loni 377479",2023-11-21
2465,"Bala, Kothari and Sur",Retail,India,Haridwar,"23/949, Chauhan Circle, Tadepalligudem 441802",2025-04-08
2466,Mani Group,Retail,India,Aizawl,"47, Dhaliwal Nagar, Agra-511050",2026-03-26
2467,Dora-Randhawa,Finance,India,Dibrugarh,"H.No. 30, Singhal Nagar, Gopalpur 551094",2026-03-21
2468,Sanghvi LLC,Tech,India,Kavali,"H.No. 61, Uppal Ganj, Nandyal 110226",2024-10-22
2469,"Kunda, Kuruvilla and Kulkarni",Manufacturing,India,Mirzapur,"49/48, Sachar Circle, Ozhukarai 455555",2025-12-14
2470,Hayre Group,Finance,India,Shimla,"05, Devan Path, Jabalpur-681067",2026-03-28
2471,"Edwin, Chander and Andra",Finance,India,Siliguri,"H.No. 153, Rau Zila, Chinsurah 106094",2023-11-18
2472,Chand LLC,Tech,India,Dharmavaram,"H.No. 233, Banik Ganj, Guntakal 668584",2026-04-12
2473,Kaur Inc,Tech,India,Panipat,"74, Deol Road, Agartala 020941",2024-04-13
2474,"Yadav, Varughese and Ratti",Retail,India,Jaunpur,"60/924, Chad Circle, Gandhinagar-613882",2024-08-09
2475,Mahal and Sons,Tech,India,Rewa,"94/526, Rattan Ganj, Tenali-993953",2025-04-12
2476,Koshy Inc,Retail,India,Udupi,"H.No. 53, Savant Marg, Chapra 094409",2025-05-10
2477,Yohannan-Kadakia,Finance,India,Bulandshahr,"H.No. 514, Khosla Road, Surat 791744",2024-02-10
2478,Majumdar-Dhar,Healthcare,India,Hazaribagh,"75/98, Chakraborty Street, Kishanganj 273403",2023-12-25
2479,Chadha Group,Manufacturing,India,Sri Ganganagar,"034, Gopal Road, Rohtak 211779",2024-12-26
2480,Madan-Rao,Finance,India,Aurangabad,"46/504, Sarma Marg, Udaipur-367792",2024-03-19
2481,Sehgal-Raval,Tech,India,Jamshedpur,"H.No. 334, Jhaveri, Bettiah 303867",2024-06-21
2482,"Swaminathan, Sekhon and Rama",Manufacturing,India,Thanjavur,"H.No. 06, Chaudhary Street, Giridih 607950",2023-05-28
2483,Joshi and Sons,Healthcare,India,Udupi,"83/265, Kaur Street, Shimla-050299",2024-10-06
2484,Dave-Raman,Healthcare,India,Aurangabad,"90/63, Gara Street, Hospet 628413",2026-01-11
2485,Kamdar-Kohli,Retail,India,Thiruvananthapuram,"71/13, Sen Path, Howrah 231723",2024-01-24
2486,"Grewal, Biswas and Sibal",Manufacturing,India,Kolkata,"14/763, Kothari, Navi Mumbai 952671",2023-10-18
2487,Johal Group,Retail,India,Akola,"43, Tata Marg, Kavali-490232",2025-08-27
2488,Chandra-Sibal,Finance,India,Coimbatore,"89, Borde Path, Ahmedabad 294578",2025-05-31
2489,"Dani, Ghose and Ravel",Manufacturing,India,Nagaon,"019, Datta Street, Firozabad 031045",2026-01-13
2490,Bhakta-Ramaswamy,Finance,India,Ulhasnagar,"01/39, Lad Circle, Sri Ganganagar-793529",2024-08-04
2491,Shanker Inc,Retail,India,Tadipatri,"14/595, Basak Nagar, Nanded-168235",2025-03-03
2492,Toor-Basu,Manufacturing,India,Jorhat,"80/630, Sampath Circle, Patna-847966",2023-05-05
2493,"Ahluwalia, Rastogi and Dave",Retail,India,Mysore,"556, Singhal Path, Jaipur 235857",2025-08-13
2494,Dada LLC,Manufacturing,India,Bijapur,"31, Balan Street, Barasat-248866",2025-02-20
2495,Johal-Thakur,Retail,India,Bhavnagar,"01/118, Suri Nagar, Jammu 961236",2025-11-01
2496,Tiwari LLC,Healthcare,India,Rewa,"H.No. 62, Walla, Bongaigaon 880213",2023-12-02
2497,Sengupta-Tailor,Retail,India,Yamunanagar,"H.No. 45, Sood Road, Nizamabad-130240",2026-01-18
2498,"Mahal, Solanki and Chaudhry",Healthcare,India,Muzaffarnagar,"H.No. 74, D’Alia Road, Bhiwandi-866719",2025-07-24
2499,"Sinha, Kumar and Trivedi",Retail,India,Chennai,"935, Sani Path, Ballia 906205",2024-03-18
2500,"Chacko, Warrior and Ben",Manufacturing,India,Mau,"83, Gole Ganj, Sasaram 339753",2023-10-29
2501,"Taneja, Karpe and Mangal",Manufacturing,India,Nashik,"H.No. 26, Mangal Chowk, Sirsa-230279",2025-01-14
2502,"Bhatnagar, Dhillon and Gaba",Manufacturing,India,Amroha,"00, Lanka Zila, Meerut-790602",2024-05-12
2503,Thaker-Kapoor,Tech,India,Dibrugarh,"402, Brar Marg, Nagaon 440313",2024-06-16
2504,Bail LLC,Finance,India,Kharagpur,"80/04, Chauhan Path, Karawal Nagar-852854",2025-02-13
2505,Chaudhary-Zacharia,Manufacturing,India,Tirunelveli,"H.No. 939, Kalita Nagar, Ahmedabad-765285",2025-08-23
2506,Wali PLC,Healthcare,India,Bettiah,"H.No. 59, Sridhar, Eluru 105802",2024-08-09
2507,Sharaf PLC,Manufacturing,India,Kolkata,"36/587, Biswas, Aurangabad 144167",2025-10-17
2508,Mand Inc,Tech,India,Amroha,"72/610, Keer, Mangalore-048745",2026-01-27
2509,"Sarna, Atwal and Mannan",Healthcare,India,Dhanbad,"H.No. 489, Mammen Ganj, Sambhal 557381",2024-03-15
2510,"Ahluwalia, Borra and Ratta",Tech,India,Bhusawal,"88, Batra Path, Barasat-623695",2025-05-14
2511,Mand PLC,Healthcare,India,Bally,"H.No. 308, Venkataraman Street, Gandhidham-551725",2025-10-18
2512,Desai-Ranganathan,Retail,India,Siwan,"H.No. 198, Rajan Path, Yamunanagar 769337",2025-04-04
2513,"Krish, Bakshi and Tank",Finance,India,Davanagere,"00, Sem Marg, Jamnagar 169600",2024-03-25
2514,Ghosh-Dar,Finance,India,Bellary,"H.No. 23, Chandran Street, Amaravati-756743",2024-02-14
2515,"Bose, Saxena and Bumb",Tech,India,Mango,"H.No. 013, Devi Road, Jabalpur-572860",2025-09-01
2516,"Bhakta, Sha and Dua",Finance,India,Serampore,"H.No. 226, Datta Ganj, Gulbarga 267413",2024-07-09
2517,"Gopal, Chawla and Thakur",Tech,India,Dharmavaram,"52/78, Atwal Path, Bellary 851936",2023-08-21
2518,"Hegde, Ghose and Sarna",Tech,India,Kavali,"89/77, Chowdhury Marg, Varanasi 668123",2024-07-22
2519,"Borah, Lad and Salvi",Tech,India,Pallavaram,"62/194, Arya Street, Kulti 761175",2026-02-21
2520,Dua and Sons,Finance,India,Silchar,"H.No. 541, Saxena Zila, Haldia 202454",2026-03-01
2521,Ray-Acharya,Tech,India,Tumkur,"746, Chanda Marg, Secunderabad-461169",2025-10-30
2522,Lanka-Mahal,Finance,India,Katihar,"87/56, Chand Marg, Bharatpur-466767",2025-01-06
2523,Das-Amble,Tech,India,Motihari,"087, Sawhney Circle, Kochi 945154",2025-11-24
2524,Subramaniam and Sons,Manufacturing,India,Bokaro,"25/03, Konda Street, Jalgaon 783701",2024-01-27
2525,"Sundaram, Bora and Rastogi",Tech,India,Shahjahanpur,"78/602, Dugar Zila, Sagar 507640",2024-03-27
2526,Sidhu-Bose,Healthcare,India,Ambarnath,"49/29, Buch Street, Bidar 393825",2024-10-15
2527,Khosla PLC,Tech,India,Rohtak,"70/37, Basak Ganj, Bhiwandi-422997",2024-08-12
2528,"Vora, Kuruvilla and Sibal",Retail,India,Proddatur,"H.No. 944, Keer Zila, Udupi 563401",2023-09-21
2529,Sethi Inc,Tech,India,Tiruvottiyur,"91, Chandra Nagar, Ludhiana 888348",2023-06-21
2530,Thaker Group,Healthcare,India,Aurangabad,"86, Vora Circle, Thrissur-568832",2023-11-23
2531,"Badami, Krishna and Barad",Healthcare,India,Jorhat,"H.No. 366, Kapur Street, Kurnool-696844",2025-09-26
2532,Mangal-Karnik,Finance,India,Malegaon,"H.No. 08, Walia Zila, Buxar 712249",2025-02-05
2533,Bhat Group,Manufacturing,India,Gwalior,"660, Anand Nagar, Ozhukarai 674081",2025-06-23
2534,Chada-Verma,Tech,India,Nagpur,"190, Lala Ganj, Gulbarga 388079",2025-06-15
2535,Rau-Doctor,Finance,India,Guntur,"H.No. 96, Tara Path, Faridabad 063724",2023-11-01
2536,Seshadri Inc,Manufacturing,India,Hazaribagh,"H.No. 36, Bawa Path, Hapur-961245",2024-12-22
2537,"Kapadia, Joshi and Mangat",Tech,India,Mangalore,"82, Chhabra Road, Saharsa 334508",2025-01-21
2538,"Venkataraman, Borde and Mann",Retail,India,Pudukkottai,"H.No. 14, Chaudhry Street, Anantapur 171362",2024-08-08
2539,"Sethi, Vig and Kaur",Tech,India,Rewa,"H.No. 540, Hora Circle, Medininagar 820550",2024-08-28
2540,"Garg, Chaudhari and Bhatti",Healthcare,India,Shivpuri,"H.No. 893, Zachariah Circle, Ajmer-181136",2024-06-13
2541,Chaudhari Inc,Healthcare,India,Mango,"72/373, Ramaswamy Zila, Malegaon 382163",2023-12-21
2542,Chaudhuri-Handa,Retail,India,Madhyamgram,"70/866, Maharaj Street, Deoghar 974363",2025-06-27
2543,Shah and Sons,Finance,India,Bijapur,"13/01, Sankaran, Unnao-901687",2024-03-13
2544,Korpal-Dhingra,Manufacturing,India,Sultan Pur Majra,"H.No. 423, Bajaj Circle, Tadipatri 594659",2023-07-18
2545,Savant LLC,Tech,India,Bihar Sharif,"H.No. 205, Chad Marg, Pune 314218",2024-05-30
2546,"Karan, Kale and Karan",Healthcare,India,Aurangabad,"72, Sarna Chowk, Bulandshahr 489084",2026-01-28
2547,"Ratti, Tata and Sethi",Finance,India,Fatehpur,"122, Talwar, Kakinada 277757",2025-01-18
2548,"Shroff, Lad and Talwar",Retail,India,Proddatur,"H.No. 119, Chahal Chowk, Danapur-349217",2025-02-16
2549,Dhaliwal-Krishnan,Healthcare,India,Gandhidham,"H.No. 362, Vyas Zila, Adoni-487104",2024-08-24
2550,Rege-Sharaf,Retail,India,Nashik,"376, Dhingra Chowk, Kurnool-062738",2025-01-02
2551,"Kashyap, Shah and Sama",Tech,India,Rajahmundry,"086, Dixit Marg, Katni 166007",2024-08-24
2552,Dhingra-Mall,Manufacturing,India,Begusarai,"H.No. 74, Gupta Circle, Chapra-549153",2024-03-21
2553,"Kara, Mammen and Master",Healthcare,India,Proddatur,"75/22, Sahni Road, Mumbai-979474",2024-06-08
2554,Gala and Sons,Healthcare,India,Thoothukudi,"H.No. 24, Krish Road, Eluru-222302",2023-08-15
2555,Goswami Ltd,Tech,India,Ghaziabad,"40, Sachar Circle, Ranchi 620443",2024-09-07
2556,Jha and Sons,Finance,India,Udaipur,"H.No. 223, Krishna Chowk, Gandhidham 377614",2023-09-18
2557,"Chander, Dass and Tella",Manufacturing,India,Jodhpur,"154, Samra Zila, Sagar 078827",2023-08-17
2558,Rastogi-Bahri,Healthcare,India,Deoghar,"H.No. 95, Comar Chowk, Durg-564163",2023-08-20
2559,Comar-Kannan,Manufacturing,India,Yamunanagar,"55/41, Gaba Nagar, Ozhukarai-266274",2023-12-26
2560,"Mammen, Goda and Basak",Healthcare,India,Sultan Pur Majra,"H.No. 58, Zachariah Chowk, Aizawl-693551",2025-06-23
2561,"Rao, Ratti and Dhillon",Manufacturing,India,Bilaspur,"267, Sahni Chowk, Lucknow-184002",2026-02-05
2562,Bhavsar-Kala,Retail,India,Orai,"322, Hora, Jorhat 270284",2023-09-09
2563,"Thakur, Korpal and Atwal",Healthcare,India,Buxar,"944, Magar Path, Madhyamgram 454709",2025-09-14
2564,Varughese-Chokshi,Manufacturing,India,Patna,"H.No. 78, Bedi Zila, Ratlam 207338",2025-02-20
2565,Joshi Inc,Finance,India,Sambhal,"H.No. 18, Chopra Street, Allahabad 321077",2025-07-19
2566,Wable-Kata,Retail,India,Ujjain,"H.No. 386, Choudhry Path, Dibrugarh-280303",2023-11-16
2567,Chauhan Group,Retail,India,Jammu,"920, Singhal Circle, Bardhaman-851085",2025-04-08
2568,"Kapur, Thakur and Lalla",Finance,India,Faridabad,"H.No. 736, Kuruvilla Road, Anantapur 162454",2023-07-15
2569,"Virk, Bains and Kumer",Manufacturing,India,Jamalpur,"41/091, Golla Chowk, Nandyal 127208",2026-02-05
2570,"Wable, Rau and Som",Tech,India,Sagar,"965, Buch Path, Salem-754744",2024-06-10
2571,"Hayre, Kumer and Vora",Finance,India,Mumbai,"H.No. 29, Behl Ganj, Alappuzha 014007",2026-03-02
2572,"Tiwari, Lata and Tak",Manufacturing,India,Satna,"H.No. 34, Saraf Ganj, Kozhikode-572591",2023-11-22
2573,"Bahl, Shan and Chaudhary",Finance,India,Ramagundam,"H.No. 83, Varughese, Suryapet-986926",2023-06-21
2574,Bakshi-Trivedi,Finance,India,Ajmer,"H.No. 538, Thakkar Marg, Bongaigaon 085876",2023-10-12
2575,Gupta Group,Healthcare,India,Ahmednagar,"H.No. 03, Gour Chowk, Orai-748816",2023-05-12
2576,Boase-Dhawan,Manufacturing,India,Nizamabad,"H.No. 171, Sathe Road, Dibrugarh-944904",2023-11-06
2577,"Chaudhari, Rajagopal and Bawa",Tech,India,Kozhikode,"H.No. 920, Chada, Katni 210481",2023-04-24
2578,Mand-Gera,Healthcare,India,Bhalswa Jahangir Pur,"H.No. 05, Sidhu Road, Ballia-237883",2025-08-04
2579,"Dixit, Samra and Ramaswamy",Finance,India,Malda,"H.No. 00, Sethi Road, Etawah-033204",2024-02-12
2580,"Bail, Saini and Dada",Finance,India,Barasat,"H.No. 19, Sheth Marg, Miryalaguda 666682",2024-06-10
2581,Chand Inc,Finance,India,Delhi,"39/462, Dutt Path, Miryalaguda-272239",2024-12-28
2582,"Seshadri, Din and Sangha",Manufacturing,India,Ranchi,"215, Gala Ganj, Gorakhpur-331294",2024-09-12
2583,De PLC,Manufacturing,India,Hubli–Dharwad,"52, Jain Road, Mango 257539",2023-05-01
2584,Bhatt-Chander,Healthcare,India,Chittoor,"57/390, Srivastava, Bahraich-099409",2024-03-31
2585,Dey-Mannan,Tech,India,Barasat,"12/63, Dhar Zila, Jehanabad 534562",2026-04-07
2586,Gole-Dara,Healthcare,India,Dhanbad,"H.No. 639, Biswas Marg, Rajpur Sonarpur-442111",2025-11-01
2587,"Uppal, Tailor and Bhat",Retail,India,Singrauli,"939, Ganguly Road, Jamalpur-061269",2025-07-01
2588,"Karpe, Swaminathan and Bhavsar",Finance,India,Mira-Bhayandar,"H.No. 72, Cherian Road, Kishanganj-149873",2023-07-14
2589,Kapur Group,Finance,India,Bihar Sharif,"H.No. 05, Sunder Ganj, Alwar 591548",2025-01-15
2590,"Arya, Mangal and Date",Finance,India,Chapra,"594, Kale Chowk, Hapur 953008",2023-08-21
2591,Ghosh-Bedi,Healthcare,India,Ranchi,"31, Sodhi Nagar, Tinsukia-423786",2025-12-20
2592,Chatterjee-Agarwal,Healthcare,India,Udaipur,"80/861, Iyengar Chowk, Pallavaram 001568",2025-05-03
2593,Grover-Comar,Finance,India,Khora ,"38/68, Mand Circle, Nashik-771937",2024-12-25
2594,"Kibe, Sethi and Bains",Healthcare,India,Phagwara,"H.No. 79, Sampath Road, Rourkela-486094",2024-07-02
2595,Chacko Group,Manufacturing,India,Thiruvananthapuram,"25, Edwin Zila, Chapra-413004",2024-02-10
2596,Sundaram-Lad,Manufacturing,India,Avadi,"H.No. 34, Sami, Panvel 482419",2024-11-19
2597,Ramaswamy Inc,Healthcare,India,Thiruvananthapuram,"58, Bains Road, Mysore 301684",2023-07-04
2598,"Bora, Ramaswamy and Mannan",Finance,India,Faridabad,"H.No. 303, Ganesh Chowk, Dhanbad 342920",2025-07-04
2599,"Solanki, Vala and Sen",Healthcare,India,Durg,"261, Chandra Chowk, Bhind-244421",2025-12-25
2600,Kadakia and Sons,Healthcare,India,Orai,"76/829, Ramakrishnan Circle, Nadiad 652778",2025-08-13
2601,Jain-Mahajan,Healthcare,India,Pondicherry,"H.No. 732, Jaggi Path, Sasaram 673662",2026-03-17
2602,"Solanki, Contractor and Chand",Retail,India,Dewas,"00/107, Chhabra Nagar, Morbi-447571",2024-03-09
2603,Subramaniam-Srinivasan,Manufacturing,India,Jamshedpur,"118, Lanka Marg, South Dumdum 534447",2025-01-14
2604,Vohra-Dara,Tech,India,Jalna,"80/84, Buch Nagar, Vasai-Virar 335821",2023-12-12
2605,Talwar Ltd,Tech,India,Khammam,"63, Vala Chowk, Rajpur Sonarpur 330849",2025-12-11
2606,"Vohra, Setty and Verma",Retail,India,Anantapuram,"69, Mand Road, Erode-776706",2024-01-29
2607,"Thakur, Gour and Brar",Healthcare,India,Muzaffarpur,"14/969, Grover Chowk, Amritsar 915614",2024-11-15
2608,Baria-Arya,Retail,India,Bhavnagar,"017, Barad Path, Mysore-530783",2025-02-26
2609,Manda-Bail,Retail,India,Jamnagar,"91, Cherian Nagar, Udupi 722704",2024-11-22
2610,"Wason, Kannan and Divan",Finance,India,Anantapur,"23/998, Gokhale Chowk, Rajahmundry-496448",2024-12-29
2611,Choudhury Ltd,Manufacturing,India,Anand,"08/658, Hayre Circle, Gangtok 226742",2024-10-18
2612,"Bhat, Dutt and Verma",Tech,India,Guna,"745, Sarraf Circle, Imphal 536088",2024-12-13
2613,Dada-Batta,Healthcare,India,Jalna,"90/236, Sridhar Chowk, Korba-844085",2024-02-18
2614,Chandra-Iyer,Tech,India,Katihar,"97/243, Kuruvilla Zila, Guntakal 528738",2023-08-02
2615,"Balan, Balakrishnan and Char",Tech,India,Serampore,"42, Ranganathan Marg, Jaunpur 117546",2025-09-10
2616,Chaudhuri Group,Manufacturing,India,Kochi,"83, Rajagopalan Marg, Mehsana 759310",2025-12-01
2617,"Khurana, Seshadri and Shere",Tech,India,Munger,"84/002, Vaidya Road, Bhilwara-931867",2024-03-27
2618,"Comar, Khare and Mammen",Tech,India,Bihar Sharif,"H.No. 31, Grover Circle, Kirari Suleman Nagar-828393",2025-04-17
2619,"Bakshi, Sani and Swamy",Retail,India,Latur,"85/308, Bala Circle, Bhiwandi 946527",2024-08-31
2620,Vyas Ltd,Manufacturing,India,Saharsa,"35/804, Tella Chowk, Panipat 578626",2025-05-09
2621,Aggarwal-Khurana,Finance,India,Bihar Sharif,"415, Dhaliwal Chowk, Surendranagar Dudhrej 240610",2024-09-03
2622,Manda-Kade,Healthcare,India,Narasaraopet,"H.No. 242, Devi Street, Tezpur-020387",2024-07-05
2623,Wagle LLC,Tech,India,Mumbai,"823, Sarin Nagar, Agartala 882285",2023-08-05
2624,Chopra-Sarna,Healthcare,India,Alappuzha,"87, Aurora Street, Nangloi Jat-388209",2023-11-16
2625,Saxena-Hora,Finance,India,Sirsa,"67, Kalita Road, Kishanganj 608861",2024-12-02
2626,"Ram, Kumer and Gopal",Healthcare,India,Karimnagar,"814, Bhalla Street, Amroha-850311",2024-03-23
2627,"Tara, De and Desai",Finance,India,Kadapa,"H.No. 490, Sachdeva Road, South Dumdum 182393",2025-01-05
2628,"Buch, Basu and Balan",Retail,India,Karnal,"H.No. 99, Salvi Road, Surat-322890",2025-08-21
2629,Krishna Group,Tech,India,Etawah,"500, Lad Path, Bathinda 182696",2025-08-17
2630,Apte Ltd,Finance,India,Ranchi,"800, Madan Road, Morena 863202",2023-08-15
2631,"Sangha, Lala and Chanda",Healthcare,India,Bangalore,"H.No. 59, Sarkar Path, Phagwara 214064",2025-08-04
2632,Bahri LLC,Tech,India,Miryalaguda,"H.No. 521, Sharaf Circle, Bhagalpur 686203",2024-05-23
2633,"Jain, Madan and Magar",Retail,India,Ongole,"99, Badami Street, Siwan 676614",2025-09-16
2634,Kannan Inc,Tech,India,Jamshedpur,"78, Shere Path, Tezpur 225439",2023-12-21
2635,"Vora, Balakrishnan and Aggarwal",Finance,India,Ahmednagar,"17, Thakur Zila, Munger-366645",2025-07-03
2636,"Gill, Mangat and Kapoor",Retail,India,Begusarai,"H.No. 35, Khalsa Nagar, Bhatpara 383460",2023-09-10
2637,Tara Group,Healthcare,India,Vijayanagaram,"H.No. 106, Dora Street, Khammam-671142",2025-04-05
2638,Chaudhry LLC,Retail,India,Korba,"H.No. 354, Ratti Marg, Katni 304674",2023-11-05
2639,Khatri Ltd,Retail,India,Nellore,"H.No. 41, Subramanian Path, Amravati 774323",2025-04-13
2640,Rastogi LLC,Manufacturing,India,Jamshedpur,"54, Shan, Haldia 071338",2024-05-16
2641,Grewal-Deol,Retail,India,Navi Mumbai,"55/65, Gole Marg, Burhanpur-640515",2025-08-04
2642,Krishnamurthy Inc,Retail,India,Ludhiana,"70, Sankar Marg, Tirunelveli 261041",2025-08-20
2643,"Ramesh, Dey and Seshadri",Tech,India,Motihari,"11/79, Hans Circle, Bhavnagar 253258",2023-06-13
2644,Chanda-Yogi,Healthcare,India,Coimbatore,"17/330, Kalla Path, Thiruvananthapuram-151559",2024-07-23
2645,"Butala, Bhattacharyya and Bandi",Tech,India,Dhanbad,"H.No. 74, Upadhyay Chowk, Jamnagar 878915",2024-07-06
2646,Buch and Sons,Tech,India,Bongaigaon,"08/613, Aggarwal, Guntur-035776",2026-04-06
2647,"Chadha, Varkey and Chand",Finance,India,Proddatur,"501, Jhaveri Street, Fatehpur 329657",2024-08-10
2648,Yohannan-Barman,Tech,India,Yamunanagar,"H.No. 077, Sehgal Marg, Bhiwandi 139856",2023-09-09
2649,"Chaudry, Dada and Sengupta",Manufacturing,India,Raebareli,"H.No. 767, Ray Ganj, Indore 177855",2025-03-09
2650,Hans Ltd,Manufacturing,India,Alappuzha,"41/92, Swaminathan Marg, Kakinada-043893",2024-09-13
2651,Kapur Ltd,Finance,India,Bikaner,"H.No. 480, Mani Street, Surat-430790",2025-11-15
2652,"Lad, Deol and Buch",Healthcare,India,Hyderabad,"87/87, Bhargava Zila, Orai-679694",2024-10-05
2653,"Soman, Bir and Tella",Healthcare,India,Rajpur Sonarpur,"31/291, Bhardwaj Chowk, Dindigul-991207",2025-02-17
2654,"Gopal, Kaur and Sem",Tech,India,Naihati,"697, Suri Circle, Kochi 062239",2024-10-17
2655,"Kanda, Saini and Bahri",Tech,India,Darbhanga,"H.No. 482, Krishnan Path, Moradabad-311640",2025-09-23
2656,Garg Ltd,Tech,India,Tadipatri,"25, Dugar Ganj, Rajkot-607012",2026-03-06
2657,"Kumar, Ratta and Butala",Healthcare,India,Machilipatnam,"H.No. 396, Loke Street, Dehri 084323",2023-09-25
2658,Sagar-Wadhwa,Retail,India,Jodhpur,"03, Banerjee Chowk, Munger 336519",2024-09-19
2659,"Krishnan, Agate and Bala",Manufacturing,India,Mysore,"H.No. 52, Ramakrishnan Circle, Mangalore-552564",2024-03-30
2660,"Ratti, Sehgal and Din",Retail,India,Naihati,"H.No. 01, Sharaf Marg, Hapur 618015",2023-09-29
2661,Sankaran LLC,Retail,India,Madurai,"503, Gera Chowk, Bhilwara 615140",2025-09-15
2662,"Hari, Kapoor and Ramachandran",Healthcare,India,Aurangabad,"H.No. 69, Bal Nagar, Pali 530541",2025-05-27
2663,Doshi PLC,Retail,India,Singrauli,"20/24, Randhawa Chowk, Tirunelveli 324316",2024-01-06
2664,Mane-Sura,Finance,India,Nagercoil,"39, Ramesh Street, Sri Ganganagar 112314",2024-06-05
2665,Singh Inc,Tech,India,Bongaigaon,"37/73, Lala Circle, Vadodara-526105",2024-09-19
2666,Deep-Bath,Finance,India,Maheshtala,"50, Sekhon Zila, Ambala-972449",2023-12-30
2667,Chokshi Ltd,Manufacturing,India,Raiganj,"H.No. 345, Lad Zila, Ramagundam-227494",2024-03-21
2668,"Doctor, Sem and Edwin",Tech,India,Panvel,"67/736, Tandon, Raebareli 124889",2026-02-02
2669,Bandi Group,Retail,India,Jodhpur,"H.No. 545, Dave Street, Suryapet 080526",2025-08-24
2670,"Johal, Devan and D’Alia",Manufacturing,India,Tenali,"H.No. 55, Mahal Road, Ramagundam 483885",2024-03-07
2671,Magar-Sane,Tech,India,Amritsar,"H.No. 42, Krishnamurthy, Katihar 180817",2025-04-25
2672,"Bajaj, Sodhi and Khare",Retail,India,Karaikudi,"46/052, Master Path, Amravati 026350",2026-04-16
2673,"Kapur, Sekhon and Chandra",Finance,India,Panipat,"H.No. 37, Dave Circle, Ranchi 530398",2024-10-09
2674,Thakkar-Zacharia,Tech,India,Surendranagar Dudhrej,"768, Shankar Nagar, Hospet-203751",2024-11-15
2675,Jaggi Group,Retail,India,Bhiwani,"H.No. 390, Bhalla Road, Shivpuri 828340",2023-11-08
2676,Wagle-Grover,Finance,India,Bhagalpur,"H.No. 973, Virk Ganj, Patna-930850",2025-09-15
2677,Dani-Kanda,Manufacturing,India,Proddatur,"H.No. 79, Sarkar, Surat-606571",2024-11-19
2678,Trivedi-Rout,Manufacturing,India,Hazaribagh,"61, Rastogi Nagar, Aizawl-116764",2025-08-02
2679,"Bala, Mannan and Korpal",Manufacturing,India,Aizawl,"63, Bhavsar Zila, Machilipatnam 532440",2024-08-03
2680,"Ratti, Yadav and Sahota",Manufacturing,India,Dhule,"H.No. 895, Chauhan Road, Dewas-215785",2023-11-30
2681,Bajwa PLC,Healthcare,India,Vellore,"977, Sinha Road, Vijayanagaram 605900",2025-03-08
2682,"Singhal, Thaker and Varkey",Tech,India,Allahabad,"H.No. 897, Varughese Marg, Guntakal-919996",2024-10-22
2683,"Dhaliwal, Dar and Ramesh",Tech,India,Secunderabad,"90/978, Savant Zila, Ranchi-216856",2023-05-21
2684,Dalal Group,Healthcare,India,Gulbarga,"61/07, Chaudhuri Nagar, Dehradun-854860",2024-12-25
2685,"Lad, Deep and Mane",Retail,India,Hospet,"24/72, Borde, Karimnagar-788332",2023-10-21
2686,"Warrior, Amble and Bahl",Retail,India,Kulti,"H.No. 62, Dhingra Road, Dindigul-847690",2026-04-12
2687,Cheema-Ramanathan,Manufacturing,India,Nashik,"H.No. 350, Kuruvilla Nagar, Karawal Nagar-336038",2023-08-05
2688,Khatri Ltd,Finance,India,Gopalpur,"H.No. 973, Kant Chowk, Sambalpur 443148",2024-01-22
2689,Bhagat Inc,Retail,India,Warangal,"62, Behl Nagar, Kirari Suleman Nagar 139325",2025-03-01
2690,"Kunda, Shenoy and Brar",Finance,India,Agra,"H.No. 45, Sur, Hindupur 882058",2026-03-19
2691,Keer-Kata,Tech,India,Mangalore,"H.No. 09, Kohli Road, Bettiah 797966",2023-10-31
2692,Bala and Sons,Finance,India,Sirsa,"H.No. 71, Deol Circle, Kamarhati 532487",2024-08-24
2693,Seth and Sons,Tech,India,Surat,"652, Bhasin Chowk, Mau 563922",2025-12-12
2694,Iyer-Swaminathan,Healthcare,India,Srikakulam,"554, Singh Ganj, Vijayawada 852890",2023-06-06
2695,"Varghese, Dubey and Taneja",Healthcare,India,Raiganj,"74/040, Jaggi, Jodhpur 906335",2024-06-29
2696,"Toor, Sengupta and Bahri",Manufacturing,India,Rajpur Sonarpur,"252, Ben Path, Ahmednagar-172407",2024-07-10
