PaymentID,OrderID,PaymentDate,AmountPaid,PaymentMethod
19004,19004,2025-10-29,8855.36,Bank Transfer
19005,19005,2025-07-29,11382.94,Bank Transfer
19006,19006,2025-12-17,14616.3,Bank Transfer
19007,19007,2025-09-18,18733.24,UPI
19008,19008,2025-06-10,17280.9,Bank Transfer
19009,19009,2025-12-02,1197.71,Card
19010,19010,2025-06-26,45232.54,UPI
19011,19011,2026-03-22,35625.47,Card
19012,19012,2026-01-23,49703.87,Bank Transfer
19013,19013,2026-01-12,23352.55,Bank Transfer
19014,19014,2026-01-16,29236.99,Bank Transfer
19015,19015,2026-03-26,11293.37,UPI
19016,19016,2026-01-05,512.94,UPI
19017,19017,2026-01-22,49212.03,Card
19018,19018,2025-08-19,37934.45,Card
19019,19019,2025-11-13,3696.74,Card
19020,19020,2025-06-11,42457.25,UPI
19021,19021,2025-06-19,40335.04,Bank Transfer
19022,19022,2025-10-06,2547.93,UPI
19023,19023,2025-12-18,41762.42,Bank Transfer
19024,19024,2025-11-04,17063.79,UPI
19025,19025,2025-05-05,34682.89,Bank Transfer
19026,19026,2025-06-29,45246.89,Card
19027,19027,2025-12-11,2741.36,Bank Transfer
19028,19028,2025-07-11,44672.07,UPI
19029,19029,2025-07-09,1165.7,Bank Transfer
19030,19030,2025-09-06,49279.57,UPI
19031,19031,2025-06-14,43975.84,Card
19032,19032,2025-08-07,31461.42,Card
19033,19033,2026-03-19,10807.54,Bank Transfer
19034,19034,2025-09-16,33985.73,Bank Transfer
19035,19035,2026-03-07,42916.72,Bank Transfer
19036,19036,2026-01-01,39020.59,UPI
19037,19037,2025-06-27,38764.39,Bank Transfer
19038,19038,2025-06-05,23390.31,Card
19039,19039,2025-06-03,49618.58,Bank Transfer
19040,19040,2025-05-23,34249.67,UPI
19041,19041,2026-04-13,16280.82,UPI
19042,19042,2025-05-06,47888.05,Bank Transfer
19043,19043,2025-09-28,8004.97,Card
19044,19044,2025-09-03,45378.06,Bank Transfer
19045,19045,2025-08-30,37120.18,UPI
19046,19046,2026-03-01,30687.28,Card
19047,19047,2026-01-17,44918.54,Bank Transfer
19048,19048,2025-06-01,1023.19,Bank Transfer
19049,19049,2025-06-07,31412.68,Bank Transfer
19050,19050,2025-09-27,34281.26,Bank Transfer
19051,19051,2025-11-18,3390.11,Bank Transfer
19052,19052,2025-07-07,47348.5,Bank Transfer
19053,19053,2025-09-08,25389.12,Bank Transfer
19054,19054,2025-06-26,30022.32,Bank Transfer
19055,19055,2025-05-09,28920.07,Card
19056,19056,2025-10-18,6084.16,Bank Transfer
19057,19057,2025-06-27,7481.24,UPI
19058,19058,2026-01-26,2029.52,UPI
19059,19059,2025-11-05,39609.49,Bank Transfer
19060,19060,2025-09-23,39994.83,UPI
19061,19061,2026-04-22,9426.74,Card
19062,19062,2025-08-27,1041.31,Card
19063,19063,2025-08-26,34769.87,UPI
19064,19064,2026-03-26,30943.43,Card
19065,19065,2025-08-03,27418.46,UPI
19066,19066,2025-09-17,28876.58,Card
19067,19067,2025-09-16,1617.75,Card
19068,19068,2025-09-11,5358.11,Card
19069,19069,2025-08-29,41107.06,Card
19070,19070,2026-02-22,24631.91,Bank Transfer
19071,19071,2025-10-14,8839.16,Bank Transfer
19072,19072,2025-08-04,18125.88,Card
19073,19073,2025-07-25,29274.5,Bank Transfer
19074,19074,2025-09-22,33633.99,UPI
19075,19075,2026-02-03,40482.91,UPI
19076,19076,2025-12-26,1522.11,UPI
19077,19077,2026-01-08,48052.65,Bank Transfer
19078,19078,2025-05-08,25534.97,Bank Transfer
19079,19079,2025-08-18,25571.94,Bank Transfer
19080,19080,2025-09-27,26828.45,Card
19081,19081,2025-11-06,36347.25,Card
19082,19082,2025-05-05,49649.67,UPI
19083,19083,2025-07-11,14237.87,Card
19084,19084,2025-06-03,11371.16,Card
19085,19085,2025-11-02,19288.88,Bank Transfer
19086,19086,2025-11-23,3684.77,Card
19087,19087,2025-08-22,32991.19,Bank Transfer
19088,19088,2026-02-07,24297.73,Card
19089,19089,2025-05-04,40290.84,UPI
19090,19090,2025-06-02,48824.11,Bank Transfer
19091,19091,2025-12-16,23404.34,Card
19092,19092,2026-03-04,12357.44,Bank Transfer
19093,19093,2025-06-28,28156.73,UPI
19094,19094,2025-09-14,6257.89,Bank Transfer
19095,19095,2025-11-08,12681.15,UPI
19096,19096,2026-01-11,35403.86,UPI
19097,19097,2025-07-30,4182.24,Card
19098,19098,2026-03-28,24071.78,UPI
19099,19099,2025-05-28,34402.32,Bank Transfer
19100,19100,2026-04-14,28752.76,UPI
19101,19101,2025-12-03,1550.34,UPI
19102,19102,2025-11-29,43282.79,UPI
19103,19103,2025-05-11,28125.05,Card
19104,19104,2025-11-17,29430.56,Card
19105,19105,2025-04-28,27787.42,UPI
19106,19106,2025-10-20,25399.59,Card
19107,19107,2025-10-30,45118.62,UPI
19108,19108,2025-08-12,37217.25,Bank Transfer
19109,19109,2026-01-19,14383.36,Card
19110,19110,2025-06-14,46204.88,UPI
19111,19111,2026-01-09,49553.82,UPI
19112,19112,2025-10-26,4531.16,UPI
19113,19113,2025-07-07,34560.39,UPI
19114,19114,2025-08-02,14487.54,Bank Transfer
19115,19115,2025-09-23,20828.73,UPI
19116,19116,2025-10-09,37620.56,Bank Transfer
19117,19117,2026-02-09,7595.02,Card
19118,19118,2025-09-08,44492.62,UPI
19119,19119,2025-09-28,30414.49,Bank Transfer
19120,19120,2026-01-08,6605.62,Card
19121,19121,2026-02-18,28018.62,Bank Transfer
19122,19122,2025-12-14,27122.2,Bank Transfer
19123,19123,2025-06-08,22737.09,Bank Transfer
19124,19124,2025-12-09,29165.64,Bank Transfer
19125,19125,2026-03-26,20139.16,Bank Transfer
19126,19126,2026-01-28,12373.18,Bank Transfer
19127,19127,2025-06-04,13284.1,Bank Transfer
19128,19128,2026-04-02,29624.6,Card
19129,19129,2025-09-05,15699.08,Bank Transfer
19130,19130,2025-08-10,18824.14,Bank Transfer
19131,19131,2026-01-07,9198.46,Bank Transfer
19132,19132,2025-09-19,36199.29,Card
19133,19133,2025-04-25,37746.59,UPI
19134,19134,2025-06-29,21989.64,Bank Transfer
19135,19135,2026-03-07,35378.54,Bank Transfer
19136,19136,2026-02-20,21317.93,UPI
19137,19137,2025-10-19,36534.74,Card
19138,19138,2025-05-31,12049.48,UPI
19139,19139,2025-05-23,23053.31,UPI
19140,19140,2026-03-21,2953.41,UPI
19141,19141,2025-12-05,49738.13,Bank Transfer
19142,19142,2025-08-10,8604.08,Card
19143,19143,2025-11-06,35167.89,UPI
19144,19144,2025-06-24,31030.76,UPI
19145,19145,2025-12-23,31039.92,Bank Transfer
19146,19146,2025-07-19,17985.57,UPI
19147,19147,2025-11-02,39277.52,UPI
19148,19148,2026-01-28,45157.98,Card
19149,19149,2025-09-25,9496.97,UPI
19150,19150,2025-08-31,21255.24,Bank Transfer
19151,19151,2025-05-13,46105.24,Card
19152,19152,2025-04-25,29156.57,Bank Transfer
19153,19153,2025-10-01,21417.59,Card
19154,19154,2026-03-29,43601.64,UPI
19155,19155,2026-04-07,19591.92,UPI
19156,19156,2025-10-30,10854.52,Card
19157,19157,2025-11-19,46710.98,UPI
19158,19158,2025-12-02,30172.55,Bank Transfer
19159,19159,2025-09-04,7781.41,Bank Transfer
19160,19160,2025-11-11,17377.64,Card
19161,19161,2025-05-27,47464.55,UPI
19162,19162,2025-06-27,24303.84,UPI
19163,19163,2026-02-15,23434.78,Bank Transfer
19164,19164,2025-10-29,5446.05,Bank Transfer
19165,19165,2025-06-22,14499.84,Card
19166,19166,2025-08-26,1304.68,Bank Transfer
19167,19167,2025-07-04,42618.17,UPI
19168,19168,2025-08-22,14582.79,UPI
19169,19169,2025-07-01,10686.63,Bank Transfer
19170,19170,2025-08-27,16412.14,Card
19171,19171,2025-06-22,49088.66,Bank Transfer
19172,19172,2025-05-08,35604.45,Bank Transfer
19173,19173,2026-04-07,37475.69,UPI
19174,19174,2026-04-07,40255.03,Card
19175,19175,2025-11-21,47387.13,Bank Transfer
19176,19176,2025-11-30,15932.82,Card
19177,19177,2025-09-27,21605.39,Card
19178,19178,2026-01-07,17907.41,UPI
19179,19179,2025-08-31,21770.92,Bank Transfer
19180,19180,2026-01-15,3574.1,Card
19181,19181,2025-10-09,48608.22,UPI
19182,19182,2026-04-15,48642.65,Bank Transfer
19183,19183,2026-02-24,3530.42,Bank Transfer
19184,19184,2025-11-16,23390.71,Bank Transfer
19185,19185,2025-11-06,35673.49,UPI
19186,19186,2025-08-31,47382.76,Bank Transfer
19187,19187,2026-03-15,5054.59,Card
19188,19188,2025-09-10,37487.12,Bank Transfer
19189,19189,2026-04-18,43547.99,Bank Transfer
19190,19190,2025-05-14,42175.7,Card
19191,19191,2025-11-27,1248.48,Card
19192,19192,2025-11-11,10085.96,Card
19193,19193,2025-08-12,20137.68,Bank Transfer
19194,19194,2025-11-07,8686.54,UPI
19195,19195,2025-06-14,39852.37,Card
19196,19196,2026-04-03,47433.39,Card
19197,19197,2025-09-22,42292.89,UPI
19198,19198,2025-11-10,41354.37,Card
19199,19199,2025-04-29,19448.83,Bank Transfer
19200,19200,2026-02-24,7615.11,Bank Transfer
19201,19201,2026-01-17,28871.25,Bank Transfer
19202,19202,2025-08-05,34223.62,UPI
19203,19203,2025-05-20,19665.12,UPI
19204,19204,2025-12-28,36516.38,Card
19205,19205,2025-07-23,45830.46,Card
19206,19206,2025-09-29,15994.73,Card
19207,19207,2025-07-26,45091.08,UPI
19208,19208,2025-07-01,49816.71,Card
19209,19209,2025-08-24,1760.61,UPI
19210,19210,2025-08-18,29447.42,Card
19211,19211,2025-06-29,18357.89,UPI
19212,19212,2025-05-30,46979.57,Card
19213,19213,2025-12-17,10774.73,Bank Transfer
19214,19214,2025-10-07,34726.6,UPI
19215,19215,2026-01-12,27072.46,Card
19216,19216,2025-07-12,29315.93,Card
19217,19217,2025-10-13,21733.35,Bank Transfer
19218,19218,2026-02-09,8367.38,Card
19219,19219,2026-02-19,5699.85,Card
19220,19220,2026-04-14,30231.15,UPI
19221,19221,2025-12-16,44789.85,Bank Transfer
19222,19222,2025-05-16,23576.19,Bank Transfer
19223,19223,2026-03-20,11979.84,Bank Transfer
19224,19224,2026-02-17,2454.49,UPI
19225,19225,2026-01-26,6214.47,Card
19226,19226,2026-01-11,47812.99,Bank Transfer
19227,19227,2026-04-18,47390.68,Bank Transfer
19228,19228,2025-12-09,13726.78,UPI
19229,19229,2025-10-26,47594.29,Bank Transfer
19230,19230,2025-06-24,42438.42,Card
19231,19231,2025-04-28,43385.78,UPI
19232,19232,2026-02-22,16889.01,Card
19233,19233,2025-07-11,42471.71,Bank Transfer
19234,19234,2025-09-23,41296.36,UPI
19235,19235,2025-12-12,8693.85,Card
19236,19236,2026-02-14,44429.86,Bank Transfer
19237,19237,2025-09-22,33209.94,Bank Transfer
19238,19238,2025-08-19,23750.58,Card
19239,19239,2025-06-14,24416.52,UPI
19240,19240,2025-11-12,5811.33,Bank Transfer
19241,19241,2026-01-23,20415.58,Bank Transfer
19242,19242,2026-01-29,12146.7,Card
19243,19243,2025-06-22,36208.02,Bank Transfer
19244,19244,2026-04-15,5602.29,UPI
19245,19245,2026-03-29,12526.72,Card
19246,19246,2025-10-23,46353.98,Card
19247,19247,2025-09-24,25040.44,UPI
19248,19248,2026-01-01,2733.81,Bank Transfer
19249,19249,2025-05-02,29730.8,Bank Transfer
19250,19250,2025-10-10,12155.34,UPI
19251,19251,2025-09-13,8332.43,Bank Transfer
19252,19252,2025-04-28,11198.78,Bank Transfer
19253,19253,2025-07-16,20255.52,UPI
19254,19254,2025-07-31,12522.88,Bank Transfer
19255,19255,2025-12-11,20801.71,UPI
19256,19256,2025-08-23,38651.85,Card
19257,19257,2026-01-04,19119.29,Bank Transfer
19258,19258,2025-10-28,12588.93,Card
19259,19259,2026-04-17,8601.16,Card
19260,19260,2025-12-21,11664.44,Bank Transfer
19261,19261,2025-12-04,6283.8,Card
19262,19262,2025-12-27,18597.34,Bank Transfer
19263,19263,2026-04-10,10779.04,Card
19264,19264,2025-08-10,40977.95,UPI
19265,19265,2025-05-05,39669.49,Bank Transfer
19266,19266,2025-08-20,34047.11,Bank Transfer
19267,19267,2026-02-16,24389.13,Bank Transfer
19268,19268,2025-10-27,42116.36,Bank Transfer
19269,19269,2026-01-28,25564.95,Bank Transfer
19270,19270,2026-03-26,31158.3,UPI
19271,19271,2025-09-22,5944.36,UPI
19272,19272,2026-04-10,27166.43,Bank Transfer
19273,19273,2025-10-22,41224.17,Bank Transfer
19274,19274,2025-11-20,24485.42,Card
19275,19275,2025-06-19,17896.39,UPI
19276,19276,2025-04-29,6791.96,UPI
19277,19277,2025-04-22,46409.84,UPI
19278,19278,2025-09-13,49091.46,UPI
19279,19279,2025-09-14,28521.24,Bank Transfer
19280,19280,2025-09-22,13976.46,Bank Transfer
19281,19281,2025-06-19,34033.94,Bank Transfer
19282,19282,2025-08-18,42502.57,Bank Transfer
19283,19283,2026-04-12,40772.9,Bank Transfer
19284,19284,2025-05-25,9465.72,Bank Transfer
19285,19285,2026-04-10,14600.94,Bank Transfer
19286,19286,2025-09-26,3610.77,Bank Transfer
19287,19287,2025-11-20,26510.19,Bank Transfer
19288,19288,2025-05-29,9166.76,UPI
19289,19289,2026-01-25,12331.29,UPI
19290,19290,2025-10-12,49306.46,Bank Transfer
19291,19291,2026-04-15,43351.6,Bank Transfer
19292,19292,2025-07-11,16552.84,Bank Transfer
19293,19293,2025-04-23,30841.1,Bank Transfer
19294,19294,2025-07-22,11422.95,Card
19295,19295,2025-06-03,44475.34,UPI
19296,19296,2025-07-23,47094.14,Bank Transfer
19297,19297,2026-01-03,34637.33,Card
19298,19298,2026-03-12,3507.73,Card
19299,19299,2025-12-02,30484.21,Card
19300,19300,2026-02-20,44464.57,UPI
19301,19301,2025-11-13,39403.91,Bank Transfer
19302,19302,2025-08-05,1221.92,Card
19303,19303,2025-12-22,888.65,Bank Transfer
19304,19304,2025-11-01,13492.46,Card
19305,19305,2025-10-25,6344.58,Bank Transfer
19306,19306,2025-07-02,33831.97,Card
19307,19307,2025-10-23,13853.09,Bank Transfer
19308,19308,2025-04-30,30140.94,UPI
19309,19309,2025-10-21,4229.94,Card
19310,19310,2025-11-22,19645.18,UPI
19311,19311,2026-02-25,31266.17,Bank Transfer
19312,19312,2026-04-13,18112.89,Card
19313,19313,2026-03-17,4461.81,UPI
19314,19314,2025-09-03,11104.89,Bank Transfer
19315,19315,2026-03-26,48334.59,Bank Transfer
19316,19316,2026-02-26,35005.46,UPI
19317,19317,2026-04-13,32833.56,UPI
19318,19318,2026-01-13,17239.71,Card
19319,19319,2025-11-25,1507.09,Bank Transfer
19320,19320,2025-09-25,2355.68,UPI
19321,19321,2026-04-13,3885.48,Bank Transfer
19322,19322,2025-11-30,38945.15,UPI
19323,19323,2025-10-26,7653.83,UPI
19324,19324,2025-09-04,8756.49,Card
19325,19325,2025-06-24,11645.79,Card
19326,19326,2025-10-25,35144.97,Bank Transfer
19327,19327,2025-06-11,15733.62,Card
19328,19328,2025-06-05,32552.94,UPI
19329,19329,2025-06-18,8325.57,Bank Transfer
19330,19330,2026-01-22,47008.2,UPI
19331,19331,2026-02-22,17763.42,UPI
19332,19332,2026-04-13,24362.01,Bank Transfer
19333,19333,2025-12-03,28771.28,UPI
19334,19334,2026-01-11,21707.83,Bank Transfer
19335,19335,2026-02-19,1437.11,Bank Transfer
19336,19336,2025-07-26,23622.23,Bank Transfer
19337,19337,2026-01-15,3396.46,UPI
19338,19338,2026-02-13,12740.1,Card
19339,19339,2026-04-09,2968.78,Bank Transfer
19340,19340,2025-05-24,45644.5,UPI
19341,19341,2026-03-03,27787.42,Bank Transfer
19342,19342,2026-02-19,23818.66,UPI
19343,19343,2025-07-09,27199.22,UPI
19344,19344,2025-08-01,48409.55,Card
19345,19345,2025-11-24,45579.37,UPI
19346,19346,2026-03-25,12212.09,UPI
19347,19347,2026-02-01,16341.29,UPI
19348,19348,2025-06-03,38179.7,Bank Transfer
19349,19349,2025-07-29,15413.63,UPI
19350,19350,2025-06-15,585.22,Bank Transfer
19351,19351,2025-08-20,11294.74,Card
19352,19352,2025-07-20,26740.26,UPI
19353,19353,2025-07-31,35480.44,Card
19354,19354,2025-07-15,13884.48,Bank Transfer
19355,19355,2025-11-23,43108.89,Card
19356,19356,2025-12-21,45618.51,UPI
19357,19357,2025-10-26,35615.99,Card
19358,19358,2026-02-20,44243.33,UPI
19359,19359,2025-05-04,44588.72,Bank Transfer
19360,19360,2025-12-29,27439.36,Card
19361,19361,2025-11-29,45910.47,UPI
19362,19362,2025-07-14,18332.57,Bank Transfer
19363,19363,2026-02-24,42007.98,Card
19364,19364,2025-05-22,25317.53,Bank Transfer
19365,19365,2025-12-05,15840.38,Card
19366,19366,2026-03-10,11121.88,Bank Transfer
19367,19367,2025-11-18,19277.79,Bank Transfer
19368,19368,2025-12-29,7759.08,Card
19369,19369,2026-03-07,20446.48,UPI
19370,19370,2025-06-19,11964.83,Card
19371,19371,2025-05-27,41098.37,Card
19372,19372,2025-10-05,2299.19,UPI
19373,19373,2025-05-19,23072.64,Card
19374,19374,2025-09-30,11850.83,Card
19375,19375,2025-07-06,25861.74,Bank Transfer
19376,19376,2026-02-14,43131.22,Card
19377,19377,2025-09-26,47320.74,Card
19378,19378,2025-08-26,35231.07,UPI
19379,19379,2025-07-21,23454.25,Card
19380,19380,2026-01-13,11021.19,Card
19381,19381,2025-10-23,24368.49,Bank Transfer
19382,19382,2025-06-07,25285.55,Card
19383,19383,2025-11-14,38630.22,Card
19384,19384,2025-06-20,42575.42,UPI
19385,19385,2026-03-23,13477.48,UPI
19386,19386,2025-05-31,40945.36,Bank Transfer
19387,19387,2026-03-17,22126.9,UPI
19388,19388,2026-03-15,34259.71,UPI
19389,19389,2025-06-06,48802.47,UPI
19390,19390,2025-09-11,4744.71,UPI
19391,19391,2025-05-10,15506.75,UPI
19392,19392,2026-02-23,1219.49,Card
19393,19393,2025-05-02,27162.05,Bank Transfer
19394,19394,2025-11-09,47156.98,UPI
19395,19395,2026-03-25,36576.75,Bank Transfer
19396,19396,2025-05-01,23636.35,UPI
19397,19397,2026-01-09,17775.3,Card
19398,19398,2025-06-11,38210.59,UPI
19399,19399,2025-07-30,22647.84,UPI
19400,19400,2025-08-11,46571.02,Card
19401,19401,2026-04-18,38714.41,UPI
19402,19402,2025-08-03,43789.06,Card
19403,19403,2026-03-27,40990.79,Bank Transfer
19404,19404,2025-11-29,3900.8,UPI
19405,19405,2025-08-08,16424.06,Bank Transfer
19406,19406,2025-10-15,4265.58,UPI
19407,19407,2026-03-22,32719.03,Bank Transfer
19408,19408,2025-09-23,44855.88,UPI
19409,19409,2025-07-23,41660.3,Bank Transfer
19410,19410,2026-04-20,25678.96,UPI
19411,19411,2025-06-13,13778.06,UPI
19412,19412,2025-09-18,40754.21,Card
19413,19413,2025-12-12,17045.95,Card
19414,19414,2025-12-15,11130.56,Bank Transfer
19415,19415,2026-04-09,1410.26,Card
19416,19416,2025-07-23,28346.42,Card
19417,19417,2026-02-09,25722.46,Card
19418,19418,2026-01-02,29472.08,UPI
19419,19419,2025-06-30,37550.17,UPI
19420,19420,2026-03-26,12405.28,Card
19421,19421,2025-10-30,10891.47,Bank Transfer
19422,19422,2025-07-12,27216.95,UPI
19423,19423,2026-03-24,41537.68,Bank Transfer
19424,19424,2025-10-04,41646.67,Card
19425,19425,2025-04-22,4523.46,Card
19426,19426,2025-10-02,36749.25,Card
19427,19427,2025-05-10,35368.83,Bank Transfer
19428,19428,2025-07-26,26382.64,UPI
19429,19429,2025-07-30,42293.85,Card
19430,19430,2026-03-26,35060.22,Card
19431,19431,2025-05-15,14621.36,Bank Transfer
19432,19432,2025-07-16,43178.24,Bank Transfer
19433,19433,2026-02-22,11568.74,Card
19434,19434,2026-01-06,18079.9,UPI
19435,19435,2025-04-24,30756.4,Card
19436,19436,2026-02-01,29908.11,Card
19437,19437,2026-02-03,28347.21,UPI
19438,19438,2025-12-12,25363.79,Card
19439,19439,2025-11-17,10461.02,Card
19440,19440,2025-12-30,42912.25,UPI
19441,19441,2025-09-14,4304.08,UPI
19442,19442,2025-11-19,48482.78,Card
19443,19443,2026-03-24,17725.05,UPI
19444,19444,2025-08-11,2333.41,Card
19445,19445,2025-12-21,20379.99,Bank Transfer
19446,19446,2025-08-04,33731.35,Bank Transfer
19447,19447,2026-01-07,29319.97,Card
19448,19448,2025-07-30,35931.91,UPI
19449,19449,2026-04-08,12753.67,UPI
19450,19450,2026-03-20,15224.78,UPI
19451,19451,2025-07-15,24636.15,Bank Transfer
19452,19452,2026-02-26,9894.28,Card
19453,19453,2026-04-10,33501.14,Bank Transfer
19454,19454,2025-09-16,31101.72,UPI
19455,19455,2025-11-19,27282.52,Card
19456,19456,2026-01-02,49231.8,UPI
19457,19457,2025-04-30,19384.88,UPI
19458,19458,2025-12-05,20680.97,Card
19459,19459,2025-07-24,48487.58,Bank Transfer
19460,19460,2025-06-10,12712.64,UPI
19461,19461,2025-12-09,48972.41,Bank Transfer
19462,19462,2026-02-02,40483.03,Bank Transfer
19463,19463,2026-03-17,47446.45,Bank Transfer
19464,19464,2026-02-19,3992.81,UPI
19465,19465,2025-10-04,2283.4,Bank Transfer
19466,19466,2025-08-31,46147.3,UPI
19467,19467,2026-01-01,23121.73,UPI
19468,19468,2026-03-19,17828.73,UPI
19469,19469,2025-10-30,39607.84,Card
19470,19470,2025-09-28,26573.77,Card
19471,19471,2025-08-11,44061.74,Card
19472,19472,2026-04-03,13177.83,Bank Transfer
19473,19473,2026-01-20,14176.98,Bank Transfer
19474,19474,2025-09-12,17961.82,UPI
19475,19475,2025-08-04,43942.06,Bank Transfer
19476,19476,2025-04-24,38289.16,Bank Transfer
19477,19477,2026-04-18,46201.83,UPI
19478,19478,2025-07-12,36342.97,Bank Transfer
19479,19479,2026-03-06,42123.73,Bank Transfer
19480,19480,2026-01-21,18301.8,Card
19481,19481,2025-10-30,2518.45,UPI
19482,19482,2025-07-17,22327.54,UPI
19483,19483,2025-09-26,29993.18,Card
19484,19484,2025-12-30,11894.11,UPI
19485,19485,2025-10-27,26033.97,Bank Transfer
19486,19486,2025-08-02,28956.84,Card
19487,19487,2025-10-30,15400.27,UPI
19488,19488,2025-09-26,7359.82,Bank Transfer
19489,19489,2026-03-14,25506.25,Bank Transfer
19490,19490,2025-10-31,25148.31,UPI
19491,19491,2026-02-17,36157.17,Bank Transfer
19492,19492,2026-03-06,25543.78,UPI
19493,19493,2026-01-07,46259.02,UPI
19494,19494,2025-11-12,14080.16,Card
19495,19495,2025-10-14,37920.38,Bank Transfer
19496,19496,2025-09-28,2621.27,Card
19497,19497,2025-07-23,1219.8,UPI
19498,19498,2026-04-01,28681.02,UPI
19499,19499,2025-10-22,27180.49,Bank Transfer
19500,19500,2025-06-30,9952.78,Card
19501,19501,2025-11-06,6397.9,UPI
19502,19502,2025-09-23,4722.66,Card
19503,19503,2025-09-16,20973.64,Bank Transfer
19504,19504,2026-03-01,30098.73,UPI
19505,19505,2025-06-17,45769.69,Card
19506,19506,2025-07-22,33161.39,UPI
19507,19507,2026-04-17,7326.67,Card
19508,19508,2025-11-18,3471.44,UPI
19509,19509,2025-12-17,11333.34,Bank Transfer
19510,19510,2025-05-25,32906.91,Card
19511,19511,2025-04-29,45465.89,UPI
19512,19512,2025-08-04,35349.97,Bank Transfer
19513,19513,2025-06-11,4539.7,Bank Transfer
19514,19514,2026-04-13,2055.5,Card
19515,19515,2025-06-26,26851.49,UPI
19516,19516,2026-04-13,22587.25,Bank Transfer
19517,19517,2025-06-15,27463.42,UPI
19518,19518,2025-05-12,42534.52,UPI
19519,19519,2026-02-28,35613.22,Card
19520,19520,2026-01-12,10689.04,Card
19521,19521,2025-10-07,36840.64,Bank Transfer
19522,19522,2026-03-14,7855.54,UPI
19523,19523,2026-02-26,25208.54,Card
19524,19524,2025-08-28,26688.23,UPI
19525,19525,2025-09-23,22897.63,UPI
19526,19526,2025-09-04,29770.32,Card
19527,19527,2025-04-30,8270.07,Bank Transfer
19528,19528,2026-04-06,27217.69,Bank Transfer
19529,19529,2025-12-07,28490.52,UPI
19530,19530,2025-08-19,46172.48,Bank Transfer
19531,19531,2025-11-06,10033.19,UPI
19532,19532,2026-01-19,12263.59,UPI
19533,19533,2025-12-20,9597.45,Bank Transfer
19534,19534,2025-11-12,13564.86,Card
19535,19535,2025-09-20,17385.22,UPI
19536,19536,2025-12-30,2198.96,Bank Transfer
19537,19537,2025-10-07,18292.94,Card
19538,19538,2025-06-30,4730.15,UPI
19539,19539,2025-11-07,12601.83,UPI
19540,19540,2026-01-15,13796.58,Card
19541,19541,2025-08-10,39601.85,UPI
19542,19542,2026-03-27,21003.13,UPI
19543,19543,2025-08-21,12400.07,Bank Transfer
19544,19544,2026-02-01,10572.67,UPI
19545,19545,2025-08-28,26207.51,Card
19546,19546,2025-08-09,34444.15,Bank Transfer
19547,19547,2025-07-14,12542.01,UPI
19548,19548,2025-08-02,27655.21,Card
19549,19549,2026-02-16,15190.23,Bank Transfer
19550,19550,2025-04-26,18236.36,UPI
19551,19551,2025-12-31,25185.91,UPI
19552,19552,2025-05-07,30689.4,Bank Transfer
19553,19553,2026-04-01,36965.3,Bank Transfer
19554,19554,2026-03-23,28193.62,UPI
19555,19555,2026-04-20,43061.72,Bank Transfer
19556,19556,2026-01-04,11451.78,Bank Transfer
19557,19557,2025-09-04,23442.15,Bank Transfer
19558,19558,2025-11-02,28885.59,UPI
19559,19559,2025-05-11,46715.18,UPI
19560,19560,2025-09-27,34314.34,Bank Transfer
19561,19561,2026-03-01,42852.56,UPI
19562,19562,2025-10-12,886.77,UPI
19563,19563,2026-03-24,41364.74,UPI
19564,19564,2025-11-04,9668.55,Card
19565,19565,2026-04-13,45895.8,Card
19566,19566,2025-08-14,5725.69,UPI
19567,19567,2025-05-18,22355.94,Bank Transfer
19568,19568,2025-12-11,34480.66,Card
19569,19569,2025-09-11,22222.73,UPI
19570,19570,2026-04-03,24687.45,UPI
19571,19571,2025-11-02,46162.78,Bank Transfer
19572,19572,2026-03-29,3406.95,Bank Transfer
19573,19573,2026-03-27,3853.35,UPI
19574,19574,2026-03-05,27454.04,Card
19575,19575,2025-08-10,48906.1,UPI
19576,19576,2025-08-05,9669.16,Card
19577,19577,2025-07-27,3882.26,Bank Transfer
19578,19578,2025-07-04,12592.49,Card
19579,19579,2026-02-04,43377.98,Bank Transfer
19580,19580,2025-11-23,39287.46,UPI
19581,19581,2025-09-14,40272.28,UPI
19582,19582,2025-09-07,12932.99,Card
19583,19583,2026-01-06,36707.03,UPI
19584,19584,2025-05-30,1709.37,Bank Transfer
19585,19585,2025-07-12,49099.0,UPI
19586,19586,2025-11-28,35505.22,Bank Transfer
19587,19587,2025-12-14,19233.54,UPI
19588,19588,2025-11-29,40701.76,Bank Transfer
19589,19589,2025-07-03,9771.42,Card
19590,19590,2025-12-29,27059.75,Bank Transfer
19591,19591,2026-04-10,28489.07,Bank Transfer
19592,19592,2025-06-10,1522.63,UPI
19593,19593,2026-02-14,6189.98,Card
19594,19594,2025-11-25,39826.56,Bank Transfer
19595,19595,2025-05-12,28742.52,Bank Transfer
19596,19596,2025-11-11,8800.91,Bank Transfer
19597,19597,2025-08-21,48069.49,Card
19598,19598,2026-02-20,23066.91,UPI
19599,19599,2026-01-24,27859.9,Bank Transfer
19600,19600,2026-01-12,20073.0,UPI
19601,19601,2025-05-01,27777.95,Bank Transfer
19602,19602,2025-08-07,20768.19,UPI
19603,19603,2025-10-09,3093.33,Card
19604,19604,2026-01-23,4360.54,Bank Transfer
19605,19605,2026-03-13,32328.87,UPI
