OrderID,CustomerID,EmployeeID,OrderDate,TotalAmount,DealStage
16767,204,496,2025-08-08,43277.15,Pipeline
16768,3589,422,2025-09-01,44727.01,Pipeline
16769,7084,370,2025-05-11,31407.67,Pipeline
16770,2537,69,2025-09-02,42327.67,Won
16771,5789,377,2025-11-19,45824.68,Lost
16772,8299,157,2025-10-06,5566.43,Lost
16773,3812,164,2025-07-07,9286.64,Won
16774,2702,43,2026-04-18,26167.22,Lost
16775,7826,6,2025-12-18,6060.11,Won
16776,5975,222,2025-09-17,15734.73,Lost
16777,3937,52,2026-01-11,13248.15,Pipeline
16778,4091,479,2026-03-23,36711.46,Lost
16779,9150,120,2025-09-25,12047.23,Lost
16780,6957,295,2025-11-03,3702.03,Pipeline
16781,9253,110,2025-09-04,45067.83,Won
16782,2547,142,2025-07-10,6613.46,Pipeline
16783,3737,369,2025-07-10,30405.69,Pipeline
16784,1673,301,2025-06-11,42557.96,Lost
16785,402,494,2026-03-07,37220.24,Pipeline
16786,8794,218,2025-06-02,21278.93,Lost
16787,4314,90,2025-07-22,33653.64,Won
16788,6353,251,2025-05-14,36010.6,Pipeline
16789,8480,429,2025-07-02,27450.7,Won
16790,88,498,2025-09-09,47442.15,Lost
16791,7147,124,2026-03-20,46854.92,Lost
16792,6280,394,2025-06-24,36463.16,Pipeline
16793,2206,391,2025-11-10,41805.28,Lost
16794,2968,272,2025-07-21,41742.34,Won
16795,4251,270,2026-01-15,39217.56,Pipeline
16796,3535,105,2025-11-10,39960.74,Lost
16797,8412,381,2025-07-28,16988.63,Lost
16798,9675,282,2025-09-11,20882.04,Won
16799,3239,170,2026-03-14,22473.71,Pipeline
16800,8514,65,2025-08-31,28549.47,Won
16801,2739,127,2026-01-21,40352.93,Won
16802,4937,486,2025-05-15,35087.29,Lost
16803,1837,234,2025-08-05,6457.91,Pipeline
16804,2560,51,2026-03-19,9393.52,Pipeline
16805,1569,478,2025-08-18,5797.8,Won
16806,4721,319,2025-07-08,6733.97,Lost
16807,7958,215,2025-08-02,47893.83,Pipeline
16808,8545,130,2026-01-11,2954.57,Lost
16809,9221,260,2026-03-04,25675.16,Won
16810,6526,90,2025-04-26,1409.31,Won
16811,7936,62,2025-11-29,20371.29,Lost
16812,9120,43,2025-12-16,32399.73,Lost
16813,8222,46,2025-10-10,40686.63,Lost
16814,7515,270,2025-10-05,32937.87,Lost
16815,7066,108,2025-06-13,44561.42,Pipeline
16816,6738,78,2025-06-18,13100.93,Lost
16817,2541,43,2026-01-15,25160.02,Won
16818,3820,385,2026-02-27,22491.36,Won
16819,8687,284,2025-10-13,17694.07,Pipeline
16820,8024,84,2025-05-19,2621.86,Lost
16821,9065,19,2025-06-12,9475.16,Won
16822,835,323,2025-08-03,9389.97,Lost
16823,3325,481,2026-03-07,14535.06,Pipeline
16824,630,500,2025-08-23,23106.16,Pipeline
16825,2987,190,2025-08-09,13651.42,Pipeline
16826,8222,484,2025-06-19,28042.39,Lost
16827,8080,78,2025-10-16,14616.12,Lost
16828,7934,8,2025-12-20,30550.14,Lost
16829,3783,103,2025-06-22,12273.67,Won
16830,8999,468,2025-08-31,33587.12,Lost
16831,6486,60,2026-03-27,40066.57,Pipeline
16832,5407,369,2025-08-29,25218.7,Lost
16833,3469,440,2025-10-17,36215.66,Pipeline
16834,7145,442,2026-03-10,36049.48,Won
16835,8413,44,2025-09-24,23552.67,Won
16836,5276,125,2025-11-05,19490.66,Lost
16837,5868,177,2025-05-13,14797.97,Won
16838,9536,342,2025-08-17,13143.81,Won
16839,6517,367,2026-03-06,7891.01,Won
16840,4627,218,2026-03-28,11316.48,Won
16841,2263,483,2026-03-09,37466.1,Won
16842,2415,432,2025-12-14,4494.32,Lost
16843,5241,358,2026-04-10,34508.75,Lost
16844,9050,206,2025-10-04,13975.81,Pipeline
16845,5123,279,2026-03-14,42546.06,Pipeline
16846,4994,50,2025-11-22,36846.94,Pipeline
16847,8965,179,2026-04-09,10355.74,Pipeline
16848,2493,69,2025-05-23,36862.79,Won
16849,8212,385,2025-11-16,27881.75,Pipeline
16850,8998,90,2025-10-17,34858.23,Won
16851,9573,271,2025-11-28,4289.99,Won
16852,2176,179,2026-02-25,26541.08,Pipeline
16853,2406,332,2025-07-21,12818.24,Won
16854,3364,341,2026-02-03,45696.31,Pipeline
16855,7342,101,2026-01-08,24127.66,Won
16856,7901,273,2026-03-12,47630.86,Lost
16857,9073,457,2026-01-15,35713.9,Pipeline
16858,9526,129,2025-12-12,1156.15,Won
16859,9877,256,2026-02-19,5097.68,Pipeline
16860,1606,95,2025-05-19,47915.45,Won
16861,2558,209,2026-03-08,17264.35,Won
16862,8636,84,2026-03-21,19855.65,Pipeline
16863,2043,53,2025-08-18,9503.79,Pipeline
16864,779,260,2026-04-11,1216.6,Won
16865,3160,409,2026-01-21,5287.12,Lost
16866,6396,98,2025-11-02,799.57,Lost
16867,1747,391,2025-09-28,46821.31,Pipeline
16868,5975,191,2025-04-23,35602.59,Pipeline
16869,5151,91,2025-06-04,13260.47,Pipeline
16870,421,386,2025-06-25,12731.4,Won
16871,2109,301,2026-01-20,20667.69,Pipeline
16872,4675,133,2026-02-26,15715.18,Lost
16873,5346,196,2025-10-04,41426.19,Won
16874,3997,368,2025-05-22,3888.92,Lost
16875,6083,195,2025-08-21,8794.89,Pipeline
16876,9551,409,2025-10-05,29190.05,Pipeline
16877,3911,305,2026-03-30,16422.33,Lost
16878,2627,26,2025-08-06,7393.39,Pipeline
16879,491,248,2026-03-03,39461.86,Won
16880,9488,255,2025-06-14,11440.5,Pipeline
16881,5933,347,2025-08-28,47649.58,Won
16882,3372,300,2026-02-23,15244.62,Won
16883,4065,360,2025-07-28,7927.22,Lost
16884,5838,161,2025-07-18,29241.65,Pipeline
16885,4990,445,2026-02-01,42562.95,Pipeline
16886,5972,265,2025-11-06,37044.87,Won
16887,3381,163,2025-12-11,4841.12,Lost
16888,5690,230,2025-12-02,18124.3,Won
16889,8604,8,2026-01-30,37634.79,Won
16890,9615,397,2025-05-06,6432.14,Won
16891,7474,196,2025-10-22,21127.22,Won
16892,1677,425,2026-04-06,27803.47,Lost
16893,7791,389,2026-02-05,13495.05,Pipeline
16894,5283,108,2025-10-17,48101.78,Lost
16895,9839,235,2025-10-13,24905.66,Pipeline
16896,2712,270,2025-07-01,44707.01,Won
16897,9432,332,2025-10-03,27386.39,Pipeline
16898,603,20,2026-01-01,42063.84,Pipeline
16899,1938,5,2025-11-15,47659.72,Pipeline
16900,8122,473,2025-05-14,46723.63,Lost
16901,8218,141,2025-09-15,22048.15,Won
16902,6813,23,2025-04-29,48471.77,Won
16903,1068,42,2025-08-30,15169.77,Won
16904,5253,429,2025-08-24,31761.61,Won
16905,5864,37,2025-09-24,40269.4,Lost
16906,380,63,2025-07-03,4401.64,Won
16907,9477,113,2025-09-04,38319.46,Pipeline
16908,5503,312,2026-02-20,49475.11,Lost
16909,3183,31,2025-07-31,10983.37,Pipeline
16910,3748,294,2025-10-13,41046.35,Pipeline
16911,5197,91,2026-01-08,28302.74,Lost
16912,5133,202,2025-05-29,45855.41,Won
16913,6041,361,2026-04-12,22608.6,Lost
16914,4121,174,2025-09-19,39735.65,Pipeline
16915,8738,375,2025-10-12,36072.08,Won
16916,5260,444,2025-10-17,25683.2,Pipeline
16917,8467,66,2025-12-25,44275.28,Won
16918,2923,496,2026-03-22,44501.36,Pipeline
16919,3388,340,2025-07-09,49216.92,Won
16920,5443,156,2025-12-13,13694.43,Lost
16921,5553,377,2025-08-17,28817.02,Won
16922,4014,207,2026-04-04,13483.41,Won
16923,5368,291,2026-04-06,43547.33,Won
16924,8303,184,2026-01-08,34774.1,Lost
16925,6960,1,2026-01-04,39854.01,Won
16926,9948,367,2025-09-02,44843.4,Pipeline
16927,6291,472,2025-04-30,26652.57,Won
16928,9560,413,2025-09-22,48739.6,Won
16929,9721,43,2026-03-15,30691.77,Won
16930,552,55,2025-05-31,32587.16,Won
16931,134,90,2025-12-31,3314.18,Won
16932,6608,83,2025-09-25,7779.65,Pipeline
16933,6600,290,2025-05-24,35818.28,Lost
16934,5125,404,2025-11-10,30105.49,Lost
16935,1061,321,2026-02-06,48530.43,Pipeline
16936,7385,464,2026-04-15,18992.68,Lost
16937,2187,41,2025-06-30,41160.6,Won
16938,2666,77,2025-11-04,36777.49,Pipeline
16939,3171,88,2025-11-06,9743.24,Pipeline
16940,2647,344,2025-12-05,9756.78,Won
16941,596,281,2026-03-27,9213.66,Won
16942,4107,99,2025-07-02,19062.58,Pipeline
16943,5818,415,2025-12-10,7392.69,Lost
16944,3422,423,2026-01-04,43453.35,Pipeline
16945,2279,81,2025-07-24,33594.83,Lost
16946,1165,173,2025-05-16,41164.55,Pipeline
16947,618,433,2025-12-03,3211.55,Pipeline
16948,451,447,2025-11-10,36342.51,Lost
16949,9991,232,2025-09-20,20837.09,Won
16950,7373,359,2025-12-23,38439.31,Won
16951,1893,185,2026-03-16,31835.06,Won
16952,5529,206,2025-05-05,16315.66,Won
16953,2455,220,2026-02-01,47430.15,Pipeline
16954,3809,278,2026-03-15,25401.79,Won
16955,9477,361,2026-03-16,22293.76,Lost
16956,1758,8,2025-12-16,28990.15,Lost
16957,223,1,2026-03-02,20387.17,Lost
16958,6954,440,2025-10-02,2682.91,Lost
16959,7037,395,2026-04-08,35476.13,Pipeline
16960,9093,122,2025-08-29,30203.09,Won
16961,2366,187,2026-01-29,19508.93,Won
16962,1610,240,2025-07-05,27950.49,Won
16963,7222,413,2026-02-15,14741.23,Pipeline
16964,1224,335,2025-10-17,25625.49,Lost
16965,1908,373,2025-05-23,42148.81,Lost
16966,9555,489,2025-05-11,5498.01,Pipeline
16967,5811,201,2025-11-13,27802.36,Lost
16968,6449,364,2025-08-28,41112.86,Won
16969,7967,145,2026-01-30,42541.86,Pipeline
16970,9461,283,2025-04-24,528.69,Pipeline
16971,4938,83,2026-01-22,17271.01,Won
16972,5749,483,2025-12-18,31706.6,Lost
16973,1232,323,2025-09-24,28019.95,Lost
16974,9940,42,2025-10-05,26640.14,Pipeline
16975,738,182,2025-07-21,2375.02,Pipeline
16976,4437,40,2025-10-22,18600.95,Won
16977,2980,115,2026-01-29,30757.33,Won
16978,9974,83,2026-04-21,15261.64,Pipeline
16979,530,253,2025-07-24,10756.44,Won
16980,7142,374,2026-02-12,41173.32,Won
16981,4419,110,2026-02-07,32825.28,Won
16982,9397,215,2026-03-18,44970.68,Lost
16983,1987,319,2025-07-07,38397.01,Lost
16984,347,455,2025-08-01,4108.95,Lost
16985,5826,136,2025-06-03,27939.35,Pipeline
16986,1216,69,2026-02-15,13479.0,Lost
16987,8046,93,2025-07-10,48669.39,Pipeline
16988,5799,486,2025-05-27,25237.35,Won
16989,245,246,2025-06-19,33412.39,Lost
16990,7059,185,2026-03-21,1017.52,Lost
16991,133,93,2025-06-29,31752.92,Won
16992,1371,447,2025-12-09,2673.55,Won
16993,1088,233,2025-06-08,16997.84,Pipeline
16994,9840,285,2026-01-16,7800.47,Pipeline
16995,9913,35,2025-04-22,23762.82,Pipeline
16996,4003,181,2026-03-28,44429.65,Pipeline
16997,8311,407,2025-06-08,31333.13,Lost
16998,2904,140,2025-08-06,12258.56,Lost
16999,6823,273,2025-12-27,31544.63,Lost
17000,895,315,2025-11-12,29627.42,Won
17001,1266,494,2025-09-03,26574.08,Lost
17002,6424,463,2025-07-24,13966.15,Lost
17003,363,339,2025-04-24,21385.01,Won
17004,7165,215,2025-12-30,21098.99,Lost
17005,9966,19,2025-08-01,11887.11,Pipeline
17006,8506,182,2026-04-09,34913.84,Pipeline
17007,5633,285,2026-01-30,40448.59,Won
17008,1707,248,2025-06-10,13559.32,Lost
17009,7335,232,2025-09-02,45608.45,Pipeline
17010,6914,376,2025-09-26,40079.65,Won
17011,9982,465,2026-03-04,42373.14,Lost
17012,2394,43,2025-09-17,39197.96,Pipeline
17013,8127,371,2025-11-26,48042.1,Lost
17014,3695,261,2025-07-07,7705.91,Lost
17015,990,118,2025-12-14,4845.66,Lost
17016,3681,483,2025-07-23,44296.22,Lost
17017,9097,294,2025-10-20,24498.34,Won
17018,6411,139,2025-08-17,15420.61,Pipeline
17019,3398,150,2026-01-22,45873.84,Won
17020,3998,450,2025-08-13,19938.62,Pipeline
17021,911,397,2025-12-25,7170.38,Lost
17022,6587,282,2025-08-28,5213.14,Lost
17023,5982,106,2026-01-01,26402.02,Lost
17024,9938,112,2026-03-05,1291.25,Lost
17025,2124,383,2025-10-02,47585.37,Pipeline
17026,1852,421,2026-01-09,5925.99,Pipeline
17027,6457,179,2025-05-21,18783.61,Won
17028,1616,251,2025-12-13,16008.56,Pipeline
17029,9398,33,2025-07-29,19799.01,Pipeline
17030,4027,312,2025-10-11,37382.54,Lost
17031,6870,86,2025-10-16,25916.9,Pipeline
17032,2447,61,2025-05-16,4790.65,Lost
17033,3313,263,2025-11-25,5208.48,Won
17034,8015,284,2025-11-01,15607.63,Won
17035,6858,242,2025-08-14,10498.19,Pipeline
17036,5020,358,2025-11-25,24534.69,Pipeline
17037,3217,261,2025-12-29,48220.85,Lost
17038,5476,123,2025-09-12,34442.82,Pipeline
17039,3670,314,2025-10-01,45059.71,Won
17040,2525,289,2026-03-12,26980.38,Won
17041,7499,322,2026-02-12,32442.87,Won
17042,1962,105,2025-05-16,13871.74,Lost
17043,6304,231,2025-09-05,7703.75,Lost
17044,4626,453,2025-08-28,4880.14,Pipeline
17045,8293,471,2025-11-28,19484.0,Lost
17046,9506,471,2025-08-05,12817.76,Lost
17047,3449,165,2026-04-03,7242.89,Pipeline
17048,3245,227,2025-06-07,46007.3,Pipeline
17049,6048,452,2025-10-15,7139.47,Lost
17050,4675,134,2025-06-25,2976.97,Lost
17051,1215,300,2025-12-14,4588.64,Won
17052,7607,70,2025-10-03,756.7,Won
17053,3627,348,2025-04-23,11293.62,Lost
17054,8982,77,2026-02-26,12526.53,Pipeline
17055,9559,327,2026-02-26,33212.74,Pipeline
17056,7876,294,2025-08-29,6688.92,Lost
17057,6269,96,2025-12-19,10732.33,Lost
17058,6813,319,2025-12-07,45294.12,Lost
17059,5480,374,2025-06-13,2195.73,Lost
17060,8695,485,2025-09-11,2821.75,Won
17061,173,496,2025-11-24,20726.92,Pipeline
17062,887,214,2025-10-09,43324.45,Lost
17063,9610,99,2025-12-19,49194.26,Pipeline
17064,6264,240,2026-03-17,7941.13,Won
17065,4369,296,2025-09-29,30821.73,Won
17066,9602,182,2026-01-28,736.5,Pipeline
17067,7057,403,2025-07-01,47622.44,Lost
17068,4954,408,2026-03-16,30186.59,Won
17069,261,97,2025-11-12,12446.04,Won
17070,3353,1,2026-03-18,24833.84,Pipeline
17071,1353,309,2025-11-09,31689.96,Won
17072,5244,340,2026-02-01,1020.31,Lost
17073,9692,263,2025-10-12,4061.87,Pipeline
17074,3007,47,2025-08-11,48515.07,Lost
17075,823,498,2025-05-12,39066.44,Pipeline
17076,532,43,2025-08-28,26688.23,Lost
17077,2821,130,2026-03-29,11775.99,Lost
17078,167,294,2025-08-05,4548.82,Pipeline
17079,4927,242,2026-03-26,39500.56,Pipeline
17080,1056,288,2025-11-01,44365.53,Pipeline
17081,1255,325,2025-12-09,13092.76,Lost
17082,4287,168,2026-01-10,8488.27,Pipeline
17083,8010,297,2025-10-02,48186.24,Lost
17084,4008,108,2026-01-06,22474.39,Won
17085,7759,130,2026-03-03,38427.43,Lost
17086,9724,43,2025-06-17,21931.74,Won
17087,9165,371,2025-09-10,13721.5,Lost
17088,7890,259,2026-03-09,24252.0,Won
17089,4745,78,2026-01-20,22742.07,Won
17090,8298,370,2025-08-21,26346.19,Won
17091,9797,214,2026-03-30,45018.29,Won
17092,4288,199,2025-12-07,5786.65,Won
17093,1003,481,2026-04-22,26210.57,Pipeline
17094,85,420,2026-03-29,3532.23,Pipeline
17095,2996,399,2025-07-28,30563.26,Lost
17096,5157,338,2025-08-26,29800.34,Won
17097,7195,97,2025-09-12,46557.4,Pipeline
17098,5784,456,2025-09-27,42317.15,Won
17099,5696,15,2025-12-14,11107.7,Won
17100,154,95,2025-10-06,20606.1,Won
17101,9654,252,2025-10-07,8224.28,Won
17102,6415,28,2025-09-22,34893.52,Won
17103,6685,494,2025-05-05,29514.03,Pipeline
17104,2020,376,2026-02-02,43423.69,Lost
17105,9290,180,2026-03-10,34273.38,Pipeline
17106,571,198,2025-08-28,5060.48,Lost
17107,7923,44,2025-08-06,4206.73,Lost
17108,8341,36,2026-04-06,3500.26,Lost
17109,6154,432,2025-11-07,11134.6,Pipeline
17110,2692,360,2025-08-06,49298.49,Pipeline
17111,7670,265,2025-09-05,11894.87,Pipeline
17112,5508,439,2025-07-16,18260.64,Won
17113,4870,167,2026-02-22,28026.79,Won
17114,5850,439,2025-06-18,17624.43,Won
17115,5968,452,2026-04-01,7916.45,Pipeline
17116,3656,186,2025-12-15,35204.28,Pipeline
17117,6672,167,2026-02-15,41205.84,Pipeline
17118,5670,233,2026-04-14,34746.18,Won
17119,9905,244,2026-02-25,30892.94,Won
17120,2493,185,2025-12-03,9581.33,Pipeline
17121,9537,209,2025-11-04,34017.91,Lost
17122,9299,243,2026-03-01,15182.23,Lost
17123,6513,337,2025-06-01,36758.41,Lost
17124,8775,403,2026-04-04,49944.38,Pipeline
17125,4351,144,2025-09-15,18454.81,Won
17126,6600,213,2025-09-20,39475.03,Pipeline
17127,4657,96,2026-02-04,25699.53,Won
17128,8512,411,2025-12-13,18435.64,Lost
17129,4316,21,2025-05-13,23253.5,Won
17130,4795,77,2025-08-25,48545.14,Won
17131,1438,357,2025-12-14,33185.59,Won
17132,32,251,2025-05-13,21114.2,Won
17133,715,145,2026-02-03,45933.49,Pipeline
17134,7956,116,2026-01-23,21667.7,Won
17135,9232,278,2025-07-05,15667.72,Lost
17136,409,37,2025-10-08,40261.47,Won
17137,7347,404,2025-11-23,21020.5,Pipeline
17138,8039,448,2025-04-27,28425.71,Lost
17139,7741,49,2025-12-28,11615.64,Pipeline
17140,7665,381,2025-04-27,15681.48,Pipeline
17141,5032,125,2025-12-26,32296.21,Pipeline
17142,1128,405,2025-08-10,25115.81,Lost
17143,5437,301,2025-09-13,24263.68,Won
17144,8899,395,2025-11-08,25467.63,Won
17145,783,235,2025-12-21,5213.7,Lost
17146,5301,18,2026-02-19,7414.04,Pipeline
17147,2180,260,2026-02-24,47935.03,Pipeline
17148,6807,484,2026-01-23,42492.47,Lost
17149,1179,168,2026-01-18,46358.01,Pipeline
17150,2407,178,2025-10-26,39993.12,Pipeline
17151,2808,187,2025-11-13,26309.28,Won
17152,2765,258,2025-07-11,29114.27,Lost
17153,2725,69,2025-08-21,15607.05,Pipeline
17154,2536,179,2026-04-19,41762.31,Pipeline
17155,8405,229,2025-08-08,7615.78,Lost
17156,4862,482,2025-10-17,23376.61,Won
17157,6301,228,2025-05-14,21706.9,Pipeline
17158,7857,121,2025-06-25,23030.05,Lost
17159,3147,494,2026-03-29,22976.0,Pipeline
17160,6579,327,2025-08-22,40776.61,Lost
17161,1202,105,2025-09-27,11634.33,Won
17162,2890,223,2025-05-21,48649.56,Pipeline
17163,645,478,2025-07-01,25940.99,Won
17164,5952,333,2026-01-09,35715.09,Pipeline
17165,4223,97,2025-05-30,32022.19,Lost
17166,4321,221,2025-11-14,41544.97,Pipeline
17167,3089,75,2025-08-07,2258.66,Lost
17168,8689,332,2025-12-26,2405.21,Lost
17169,8665,157,2025-07-24,36977.42,Pipeline
17170,3383,183,2026-01-15,25027.18,Won
17171,7926,219,2025-10-08,48502.72,Pipeline
17172,1161,155,2026-04-12,23807.29,Pipeline
17173,4313,239,2026-02-15,10468.47,Lost
17174,8388,269,2025-06-10,43387.76,Lost
17175,2249,404,2025-05-27,23960.04,Pipeline
17176,4462,196,2025-07-04,2986.51,Lost
17177,2767,459,2026-03-09,37851.08,Lost
17178,1552,273,2026-03-10,19195.87,Pipeline
17179,2448,168,2026-02-10,42786.61,Won
17180,5645,183,2025-10-02,6006.39,Pipeline
17181,4310,379,2026-02-27,3459.56,Pipeline
17182,7497,498,2025-08-21,35674.66,Pipeline
17183,8311,398,2025-10-30,18176.04,Pipeline
17184,3497,398,2026-04-17,36562.72,Lost
17185,1717,477,2025-11-18,40305.76,Pipeline
17186,4938,347,2025-11-20,20570.93,Lost
17187,2915,344,2026-03-02,20037.31,Lost
17188,1673,484,2025-10-16,37077.68,Won
17189,9395,234,2026-04-20,32179.28,Pipeline
17190,1456,3,2026-02-03,17958.67,Lost
17191,6546,5,2025-07-05,813.65,Pipeline
17192,7027,309,2025-05-18,10714.41,Won
17193,3979,461,2026-02-25,30038.59,Lost
17194,2472,244,2026-03-11,17355.78,Pipeline
17195,8310,438,2025-07-06,19332.29,Lost
17196,368,133,2025-10-21,40825.98,Pipeline
17197,3177,354,2026-03-04,16126.31,Won
17198,3375,496,2025-10-15,43427.61,Won
17199,6774,327,2025-09-26,44394.05,Pipeline
17200,3813,9,2026-03-04,7091.74,Pipeline
17201,6292,418,2025-07-25,34733.99,Won
17202,5986,444,2025-11-12,37673.85,Pipeline
17203,2198,284,2025-10-03,19569.12,Pipeline
17204,4912,58,2026-03-23,48469.98,Pipeline
17205,901,66,2025-06-30,43357.88,Lost
17206,193,370,2026-03-23,20038.55,Won
17207,2771,156,2026-01-26,36015.95,Pipeline
17208,5181,247,2025-07-07,49480.04,Won
17209,951,45,2025-05-21,46721.69,Lost
17210,6680,102,2025-07-01,12368.64,Lost
17211,3607,260,2025-08-17,48088.53,Won
17212,5039,125,2025-06-20,31042.3,Pipeline
17213,258,128,2026-01-30,5227.76,Lost
17214,1222,216,2025-09-11,35424.18,Lost
17215,651,322,2026-01-16,49467.59,Lost
17216,2426,254,2025-10-07,16982.53,Pipeline
17217,9115,62,2026-03-10,3337.01,Pipeline
17218,3160,190,2026-04-02,16841.72,Lost
17219,398,422,2025-07-16,14659.15,Won
17220,5302,237,2025-11-14,7908.76,Lost
17221,5403,59,2026-04-01,31580.84,Lost
17222,7701,33,2025-11-18,2680.19,Lost
17223,561,181,2026-02-18,11252.47,Lost
17224,8382,24,2026-02-06,49739.28,Pipeline
17225,8397,97,2025-10-17,31204.17,Won
17226,5100,482,2025-05-08,6198.74,Lost
17227,3372,465,2026-03-21,49349.8,Lost
17228,3042,46,2026-02-05,15999.89,Lost
17229,6845,468,2026-01-17,5560.47,Pipeline
17230,9898,233,2025-07-18,25827.75,Won
17231,5399,340,2026-02-10,49799.61,Lost
17232,713,215,2025-07-09,49716.26,Pipeline
17233,3457,44,2025-08-18,23830.28,Lost
17234,6948,191,2025-07-27,20692.42,Won
17235,4407,453,2026-01-22,42678.35,Pipeline
17236,7650,478,2026-01-28,28601.31,Lost
17237,3878,405,2026-01-15,36891.42,Pipeline
17238,3523,294,2025-05-27,22441.45,Lost
17239,5652,230,2026-02-22,27835.03,Pipeline
17240,4113,17,2025-11-03,22246.19,Won
17241,4566,463,2026-02-22,4715.54,Won
17242,4907,275,2025-10-30,24842.96,Lost
17243,5424,283,2026-01-19,21623.18,Lost
17244,8747,61,2026-03-23,26755.62,Won
17245,4978,146,2026-04-14,12212.96,Won
17246,2679,343,2025-07-29,41754.63,Pipeline
17247,8776,52,2026-01-11,31898.56,Pipeline
17248,4942,428,2025-08-13,38415.06,Lost
17249,7330,9,2026-01-15,21446.8,Pipeline
17250,842,83,2025-08-22,33568.6,Lost
17251,4039,295,2025-05-10,37761.97,Pipeline
17252,1805,47,2025-06-03,26954.74,Won
17253,8922,293,2025-10-12,45912.2,Pipeline
17254,4350,386,2026-02-25,2632.03,Pipeline
17255,9656,351,2025-06-23,47740.26,Lost
17256,4947,352,2025-07-23,45059.82,Lost
17257,7119,337,2025-12-10,41338.49,Won
17258,6658,235,2025-07-02,30327.0,Pipeline
17259,1573,282,2025-07-26,3253.97,Lost
17260,6241,362,2025-05-19,7122.01,Pipeline
17261,4967,469,2025-05-23,36590.06,Pipeline
17262,9586,381,2025-09-11,49885.48,Lost
17263,257,467,2025-05-16,35932.68,Lost
17264,128,335,2026-01-05,6880.43,Lost
17265,9575,61,2025-10-04,46213.0,Lost
17266,6868,359,2026-01-21,2974.53,Won
17267,7855,105,2025-07-12,37780.23,Lost
17268,2206,68,2025-05-11,4275.72,Won
17269,8514,137,2025-07-11,2294.24,Pipeline
17270,4380,182,2025-04-30,34586.49,Won
17271,8068,225,2026-01-10,17733.83,Lost
17272,6278,442,2026-03-26,21739.57,Lost
17273,9709,487,2025-11-20,25323.95,Pipeline
17274,4325,27,2025-07-07,20803.99,Pipeline
17275,8311,496,2025-06-06,45628.13,Pipeline
17276,7082,387,2025-12-22,4327.26,Pipeline
17277,2372,450,2025-11-22,17486.6,Lost
17278,5017,193,2025-09-18,12775.44,Lost
17279,6303,185,2026-01-25,12143.51,Pipeline
17280,6383,260,2025-07-23,11067.63,Lost
17281,6540,52,2026-02-24,36143.33,Lost
17282,6453,467,2026-01-21,16155.91,Pipeline
17283,6393,65,2026-02-11,38679.14,Lost
17284,4797,382,2025-08-13,28667.08,Won
17285,2442,100,2025-12-09,19153.19,Pipeline
17286,1018,271,2025-10-29,22386.42,Pipeline
17287,4502,298,2025-12-09,16050.21,Pipeline
17288,3048,449,2025-06-02,12440.81,Pipeline
17289,5795,56,2025-07-22,26714.51,Pipeline
17290,4251,86,2025-12-09,23681.92,Pipeline
17291,5948,77,2025-10-26,12524.4,Pipeline
17292,8386,332,2025-11-16,48735.4,Pipeline
17293,7392,82,2025-07-12,14678.45,Lost
17294,2447,2,2025-09-18,6573.7,Won
17295,7124,429,2026-01-06,20445.74,Pipeline
17296,1400,63,2025-10-15,7198.6,Lost
17297,6296,175,2025-10-29,46804.7,Pipeline
17298,3688,380,2025-12-07,42190.84,Lost
17299,7865,71,2025-12-12,12595.1,Pipeline
17300,6128,339,2025-08-13,8833.52,Lost
17301,553,290,2025-07-16,21668.0,Lost
17302,5544,129,2025-07-02,25721.23,Won
17303,8922,315,2025-11-30,23443.45,Won
17304,2561,110,2025-11-02,36112.14,Won
17305,5109,482,2025-10-24,42144.29,Lost
17306,4267,82,2026-03-03,9175.04,Won
17307,4946,175,2026-02-23,28489.97,Won
17308,8986,133,2026-03-15,31082.34,Won
17309,5685,500,2025-11-10,14271.47,Pipeline
17310,8317,380,2026-02-10,15056.87,Pipeline
17311,8367,206,2025-10-18,33263.08,Won
17312,2552,413,2025-08-27,8144.22,Lost
17313,3849,181,2025-08-01,17623.56,Lost
17314,3457,246,2025-09-09,11711.1,Won
17315,2759,127,2025-09-23,29178.14,Lost
17316,3756,216,2025-11-08,43311.07,Pipeline
17317,3643,11,2025-10-17,15043.32,Won
17318,8120,91,2025-10-14,14490.5,Lost
17319,1661,278,2026-03-04,16037.08,Lost
17320,8230,301,2025-08-01,43792.89,Won
17321,5587,331,2025-05-18,10175.58,Won
17322,3577,121,2026-01-23,4010.77,Won
17323,6459,190,2025-11-22,1444.15,Pipeline
17324,9501,277,2025-10-14,36705.65,Won
17325,6126,54,2025-05-26,15194.88,Pipeline
17326,2924,420,2026-03-07,43578.5,Lost
17327,2709,452,2025-06-12,31878.84,Won
17328,4172,245,2025-12-20,3096.89,Pipeline
17329,8423,492,2025-08-31,34046.54,Pipeline
17330,2751,234,2025-09-26,594.07,Won
17331,7477,401,2025-12-14,24777.75,Pipeline
17332,7932,258,2025-07-13,26107.34,Pipeline
17333,2805,381,2025-05-28,8788.09,Pipeline
17334,5445,148,2025-06-11,14757.62,Pipeline
17335,842,439,2025-06-26,19382.51,Won
17336,5576,254,2026-02-06,3611.46,Pipeline
17337,7511,11,2025-08-10,14473.91,Lost
17338,6406,98,2025-04-23,17940.62,Pipeline
17339,3535,66,2026-01-15,44397.21,Lost
17340,7858,372,2025-12-11,34531.32,Lost
